# Assembly Statistics Report
# Assembly name:  bTroSur1.pri.cur
# Organism name:  Trogon surrucura (Suruca trogon)
# Isolate:  bTroSur1
# Sex:  female
# Taxid:          297711
# BioSample:      SAMN22550082
# BioProject:     PRJNA774295
# Submitter:      Vertebrate Genomes Project
# Date:           2021-11-05
# Assembly type:  haploid (principal pseudohaplotype of diploid)
# Release type:   major
# Assembly level: Chromosome
# Genome representation: full
# WGS project:    JAJGST01
# Assembly method: FALCON v. 2018.31.08-03.06; FALCON-Unzip v. 7.0.1.66975; purge_dups v. 1.2.5; scaff10X v. 4.1.0; Bionano solve v. 3.4.0; Salsa2 v. 2.2; Arrow polishing pbcpp v. 1.9.0.1; Longranger Align v. 2.2.2; Deep variant polishing v. 1.1.0; gEVAL manual curation v. 2021-05-25; VGP pipeline v. 1.7
# Expected final version: no
# Genome coverage: 78.0x
# Sequencing technology: PacBio Sequel CLR; Illumina NovaSeq; Bionano Genomics Saphyr DLS; Arima Genomics Hi-C
# RefSeq category: Representative Genome
# GenBank assembly accession: GCA_020746105.1
# Linked assembly: GCA_020746095.1 (alternate pseudohaplotype of diploid)
#
## Assembly-Units:
## GenBank Unit Accession	RefSeq Unit Accession	Assembly-Unit name
## GCA_020746115.1		Primary Assembly
## GCA_020746125.1		non-nuclear
#
# Statistic Types
# Statistic	Description
# component-count	Number of unique components
# contig-L50	Number of contigs that are longer than, or equal to, the N50 length
# contig-N50	Contig length at which 50% of total bases in assembly are in contigs of that length or greater
# contig-count	Number of contigs
# molecule-count	Number of chromosomes and plasmids in full assembly
# region-count	Number of genomic regions defined in full assembly
# scaffold-L50	Number of scaffolds that are longer than, or equal to, the N50 length
# scaffold-N50	Scaffold length at which 50% of total bases in assembly are in scaffolds of that length or greater
# scaffold-N75	Scaffold length at which 75% of total bases in assembly are in contigs of that length or greater
# scaffold-N90	scaffold length at which 90% of total bases in assembly are in contigs of that length or greater
# scaffold-count	Number of scaffolds
# spanned-gaps	Number of spanned gaps. Spanned gaps are gaps within a scaffold
# top-level-count	Number of chromosomes or plasmids, unplaced/unlocalized scaffolds, alt-loci scaffolds, and patch scaffolds
# total-gap-length	Total length of gaps
# total-length	Total sequence length including bases and gaps
# ungapped-length	Total length excluding gaps
# unspanned-gaps	Number of unspanned gaps. Unspanned gaps are gaps between scaffolds
#
# Sequence-type Description
# all	statistic covers all the sequences in the unit-assembly and molecule(s) specified.
# molecule	statistic covers the specified molecule. molecule-name and molecule-type/loc will be given.
# unlocalized	statistic covers the sequences assigned to a molecule but with no position. molecule-name and molecule-type/loc will be given.
# unplaced	statistic covers the sequences not assigned to any molecule in the assembly.
#
# unit-name	molecule-name	molecule-type/loc	sequence-type	statistic	value
all	all	all	all	total-length	1165749515
all	all	all	all	spanned-gaps	253
all	all	all	all	unspanned-gaps	0
all	all	all	all	region-count	0
all	all	all	all	scaffold-count	182
all	all	all	all	scaffold-N50	82617956
all	all	all	all	scaffold-L50	5
all	all	all	all	scaffold-N75	22532472
all	all	all	all	scaffold-N90	12955084
all	all	all	all	contig-count	435
all	all	all	all	contig-N50	16237294
all	all	all	all	contig-L50	23
all	all	all	all	total-gap-length	10270755
all	all	all	all	molecule-count	43
all	all	all	all	top-level-count	182
all	all	all	all	component-count	182
Primary Assembly	all	all	all	total-length	1165727389
Primary Assembly	all	all	all	ungapped-length	1155456634
Primary Assembly	all	all	all	scaffold-count	181
Primary Assembly	all	all	all	scaffold-N50	82617956
Primary Assembly	all	all	all	spanned-gaps	253
Primary Assembly	all	all	all	unspanned-gaps	0
Primary Assembly	all	all	assembled-molecule	total-length	1148057264
Primary Assembly	all	all	assembled-molecule	ungapped-length	1138716959
Primary Assembly	all	all	assembled-molecule	scaffold-count	42
Primary Assembly	all	all	assembled-molecule	scaffold-N50	82617956
Primary Assembly	all	all	assembled-molecule	spanned-gaps	202
Primary Assembly	all	all	assembled-molecule	unspanned-gaps	0
Primary Assembly	all	all	unlocalized-scaffold	total-length	12675513
Primary Assembly	all	all	unlocalized-scaffold	ungapped-length	11752932
Primary Assembly	all	all	unlocalized-scaffold	scaffold-count	29
Primary Assembly	all	all	unlocalized-scaffold	scaffold-N50	2891825
Primary Assembly	all	all	unlocalized-scaffold	spanned-gaps	30
Primary Assembly	all	all	unlocalized-scaffold	unspanned-gaps	0
Primary Assembly	na	na	unplaced-scaffold	total-length	4994612
Primary Assembly	na	na	unplaced-scaffold	ungapped-length	4986743
Primary Assembly	na	na	unplaced-scaffold	scaffold-count	110
Primary Assembly	na	na	unplaced-scaffold	scaffold-N50	76726
Primary Assembly	na	na	unplaced-scaffold	spanned-gaps	21
Primary Assembly	na	na	unplaced-scaffold	unspanned-gaps	0
Primary Assembly	1	Chromosome	all	total-length	222214447
Primary Assembly	1	Chromosome	all	ungapped-length	220291636
Primary Assembly	1	Chromosome	all	scaffold-count	1
Primary Assembly	1	Chromosome	all	scaffold-N50	222214447
Primary Assembly	1	Chromosome	all	spanned-gaps	29
Primary Assembly	1	Chromosome	all	unspanned-gaps	0
Primary Assembly	1	Chromosome	assembled-molecule	total-length	222214447
Primary Assembly	1	Chromosome	assembled-molecule	ungapped-length	220291636
Primary Assembly	1	Chromosome	assembled-molecule	scaffold-count	1
Primary Assembly	1	Chromosome	assembled-molecule	scaffold-N50	222214447
Primary Assembly	1	Chromosome	assembled-molecule	spanned-gaps	29
Primary Assembly	1	Chromosome	assembled-molecule	unspanned-gaps	0
Primary Assembly	1	Chromosome	unlocalized-scaffold	total-length	0
Primary Assembly	1	Chromosome	unlocalized-scaffold	ungapped-length	0
Primary Assembly	1	Chromosome	unlocalized-scaffold	scaffold-count	0
Primary Assembly	1	Chromosome	unlocalized-scaffold	scaffold-N50	0
Primary Assembly	1	Chromosome	unlocalized-scaffold	spanned-gaps	0
Primary Assembly	1	Chromosome	unlocalized-scaffold	unspanned-gaps	0
Primary Assembly	2	Chromosome	all	total-length	127811213
Primary Assembly	2	Chromosome	all	ungapped-length	127220131
Primary Assembly	2	Chromosome	all	scaffold-count	4
Primary Assembly	2	Chromosome	all	scaffold-N50	127113889
Primary Assembly	2	Chromosome	all	spanned-gaps	26
Primary Assembly	2	Chromosome	all	unspanned-gaps	0
Primary Assembly	2	Chromosome	assembled-molecule	total-length	127113889
Primary Assembly	2	Chromosome	assembled-molecule	ungapped-length	126575560
Primary Assembly	2	Chromosome	assembled-molecule	scaffold-count	1
Primary Assembly	2	Chromosome	assembled-molecule	scaffold-N50	127113889
Primary Assembly	2	Chromosome	assembled-molecule	spanned-gaps	18
Primary Assembly	2	Chromosome	assembled-molecule	unspanned-gaps	0
Primary Assembly	2	Chromosome	unlocalized-scaffold	total-length	697324
Primary Assembly	2	Chromosome	unlocalized-scaffold	ungapped-length	644571
Primary Assembly	2	Chromosome	unlocalized-scaffold	scaffold-count	3
Primary Assembly	2	Chromosome	unlocalized-scaffold	scaffold-N50	235440
Primary Assembly	2	Chromosome	unlocalized-scaffold	spanned-gaps	8
Primary Assembly	2	Chromosome	unlocalized-scaffold	unspanned-gaps	0
Primary Assembly	3	Chromosome	all	total-length	100503030
Primary Assembly	3	Chromosome	all	ungapped-length	98734080
Primary Assembly	3	Chromosome	all	scaffold-count	1
Primary Assembly	3	Chromosome	all	scaffold-N50	100503030
Primary Assembly	3	Chromosome	all	spanned-gaps	15
Primary Assembly	3	Chromosome	all	unspanned-gaps	0
Primary Assembly	3	Chromosome	assembled-molecule	total-length	100503030
Primary Assembly	3	Chromosome	assembled-molecule	ungapped-length	98734080
Primary Assembly	3	Chromosome	assembled-molecule	scaffold-count	1
Primary Assembly	3	Chromosome	assembled-molecule	scaffold-N50	100503030
Primary Assembly	3	Chromosome	assembled-molecule	spanned-gaps	15
