# Assembly Statistics Report
# Assembly name:  GRCz11
# Description:    Genome Reference Consortium Zebrafish Build 11
# Organism name:  Danio rerio (zebrafish)
# Infraspecific name:  strain=Tuebingen
# Taxid:          7955
# BioSample:      SAMN06930106
# BioProject:     PRJNA11776
# Submitter:      Genome Reference Consortium
# Date:           2017-05-09
# Synonyms:       danRer11	
# Assembly type:  haploid-with-alt-loci
# Release type:   major
# Assembly level: Chromosome
# Genome representation: full
# RefSeq category: Reference Genome
# GenBank assembly accession: GCA_000002035.4
# RefSeq assembly accession: GCF_000002035.6
# RefSeq assembly and GenBank assemblies identical: no
# Reporting on RefSeq assembly.
#
## Assembly-Units:
## GenBank Unit Accession	RefSeq Unit Accession	Assembly-Unit name
## GCA_000000175.4	GCF_000000175.5	Primary Assembly
## GCA_002119155.1	GCF_002119155.1	ALT_DRER_TU_1
## GCA_002119165.1	GCF_002119165.1	ALT_DRER_TU_2
## GCA_002119175.1	GCF_002119175.1	ALT_DRER_TU_3
## GCA_002119185.1	GCF_002119185.1	ALT_DRER_TU_4
## 	GCF_000002055.1	non-nuclear
#
# Statistic Types
# Statistic	Description
# component-count	Number of unique components
# contig-L50	Number of contigs that are longer than, or equal to, the N50 length
# contig-N50	Contig length at which 50% of total bases in assembly are in contigs of that length or greater
# contig-count	Number of contigs
# gc-perc	gc-count/atgc-count as percentage
# molecule-count	Number of chromosomes and plasmids in full assembly
# region-count	Number of genomic regions defined in full assembly
# scaffold-L50	Number of scaffolds that are longer than, or equal to, the N50 length
# scaffold-N50	Scaffold length at which 50% of total bases in assembly are in scaffolds of that length or greater
# scaffold-N75	Scaffold length at which 75% of total bases in assembly are in contigs of that length or greater
# scaffold-N90	scaffold length at which 90% of total bases in assembly are in contigs of that length or greater
# scaffold-count	Number of scaffolds
# spanned-gaps	Number of spanned gaps. Spanned gaps are gaps within a scaffold
# top-level-count	Number of chromosomes or plasmids, unplaced/unlocalized scaffolds, alt-loci scaffolds, and patch scaffolds
# total-gap-length	Total length of gaps
# total-length	Total sequence length including bases and gaps
# ungapped-length	Total length excluding gaps
# unspanned-gaps	Number of unspanned gaps. Unspanned gaps are gaps between scaffolds
#
# Sequence-type Description
# all	statistic covers all the sequences in the unit-assembly and molecule(s) specified.
# molecule	statistic covers the specified molecule. molecule-name and molecule-type/loc will be given.
# unlocalized	statistic covers the sequences assigned to a molecule but with no position. molecule-name and molecule-type/loc will be given.
# unplaced	statistic covers the sequences not assigned to any molecule in the assembly.
#
# unit-name	molecule-name	molecule-type/loc	sequence-type	statistic	value
all	all	all	all	total-length	1679186873
all	all	all	all	spanned-gaps	17835
all	all	all	all	unspanned-gaps	925
all	all	all	all	region-count	607
all	all	all	all	scaffold-count	2847
all	all	all	all	scaffold-N50	4737936
all	all	all	all	scaffold-L50	71
all	all	all	all	scaffold-N75	630518
all	all	all	all	scaffold-N90	300951
all	all	all	all	contig-count	20679
all	all	all	all	contig-N50	854399
all	all	all	all	contig-L50	358
all	all	all	all	total-gap-length	4691662
all	all	all	all	molecule-count	25
all	all	all	all	top-level-count	1922
all	all	all	all	component-count	32760
all	all	all	all	gc-perc	36.5
Primary Assembly	all	all	all	total-length	1373454788
Primary Assembly	all	all	all	ungapped-length	1368765506
Primary Assembly	all	all	all	scaffold-count	1917
Primary Assembly	all	all	all	scaffold-N50	7379053
Primary Assembly	all	all	all	spanned-gaps	17811
Primary Assembly	all	all	all	unspanned-gaps	925
Primary Assembly	all	all	all	gc-perc	36.5
Primary Assembly	all	all	assembled-molecule	total-length	1345101833
Primary Assembly	all	all	assembled-molecule	ungapped-length	1340615163
Primary Assembly	all	all	assembled-molecule	scaffold-count	950
Primary Assembly	all	all	assembled-molecule	scaffold-N50	7538642
Primary Assembly	all	all	assembled-molecule	spanned-gaps	15784
Primary Assembly	all	all	assembled-molecule	unspanned-gaps	925
Primary Assembly	all	all	assembled-molecule	gc-perc	36.5
Primary Assembly	all	all	unlocalized-scaffold	total-length	0
Primary Assembly	all	all	unlocalized-scaffold	ungapped-length	0
Primary Assembly	all	all	unlocalized-scaffold	scaffold-count	0
Primary Assembly	all	all	unlocalized-scaffold	scaffold-N50	0
Primary Assembly	all	all	unlocalized-scaffold	spanned-gaps	0
Primary Assembly	all	all	unlocalized-scaffold	unspanned-gaps	0
Primary Assembly	na	na	unplaced-scaffold	total-length	28352955
Primary Assembly	na	na	unplaced-scaffold	ungapped-length	28150343
Primary Assembly	na	na	unplaced-scaffold	scaffold-count	967
Primary Assembly	na	na	unplaced-scaffold	scaffold-N50	48672
Primary Assembly	na	na	unplaced-scaffold	spanned-gaps	2027
Primary Assembly	na	na	unplaced-scaffold	unspanned-gaps	0
Primary Assembly	na	na	unplaced-scaffold	gc-perc	38
Primary Assembly	1	Chromosome	all	total-length	59578282
Primary Assembly	1	Chromosome	all	ungapped-length	59518204
Primary Assembly	1	Chromosome	all	scaffold-count	36
Primary Assembly	1	Chromosome	all	scaffold-N50	4818344
Primary Assembly	1	Chromosome	all	spanned-gaps	561
Primary Assembly	1	Chromosome	all	unspanned-gaps	35
