# Assembly Statistics Report
# Assembly name:  Cs
# Organism name:  Camelina sativa (false flax)
# Infraspecific name:  cultivar=DH55
# Taxid:          90675
# BioSample:      SAMN02644653
# BioProject:     PRJNA231618
# Submitter:      Agriculture & AgriFood Canada
# Date:           2014-04-24
# Assembly type:  haploid
# Release type:   major
# Assembly level: Chromosome
# Genome representation: full
# WGS project:    JFZQ01
# Assembly method: SOAPdenovo v. 2.01
# Genome coverage: 100.0x
# Sequencing technology: Illumina HiSeq; 454
# RefSeq category: Representative Genome
# GenBank assembly accession: GCA_000633955.1
# RefSeq assembly accession: GCF_000633955.1
# RefSeq assembly and GenBank assemblies identical: yes
#
## Assembly-Units:
## GenBank Unit Accession	RefSeq Unit Accession	Assembly-Unit name
## GCA_000633965.1	GCF_000633965.1	Primary Assembly
#
# Statistic Types
# Statistic	Description
# component-count	Number of unique components
# contig-L50	Number of contigs that are longer than, or equal to, the N50 length
# contig-N50	Contig length at which 50% of total bases in assembly are in contigs of that length or greater
# contig-count	Number of contigs
# gc-perc	gc-count/atgc-count as percentage
# molecule-count	Number of chromosomes and plasmids in full assembly
# region-count	Number of genomic regions defined in full assembly
# scaffold-L50	Number of scaffolds that are longer than, or equal to, the N50 length
# scaffold-N50	Scaffold length at which 50% of total bases in assembly are in scaffolds of that length or greater
# scaffold-N75	Scaffold length at which 75% of total bases in assembly are in contigs of that length or greater
# scaffold-N90	scaffold length at which 90% of total bases in assembly are in contigs of that length or greater
# scaffold-count	Number of scaffolds
# spanned-gaps	Number of spanned gaps. Spanned gaps are gaps within a scaffold
# top-level-count	Number of chromosomes or plasmids, unplaced/unlocalized scaffolds, alt-loci scaffolds, and patch scaffolds
# total-gap-length	Total length of gaps
# total-length	Total sequence length including bases and gaps
# ungapped-length	Total length excluding gaps
# unspanned-gaps	Number of unspanned gaps. Unspanned gaps are gaps between scaffolds
#
# Sequence-type Description
# all	statistic covers all the sequences in the unit-assembly and molecule(s) specified.
# molecule	statistic covers the specified molecule. molecule-name and molecule-type/loc will be given.
# unlocalized	statistic covers the sequences assigned to a molecule but with no position. molecule-name and molecule-type/loc will be given.
# unplaced	statistic covers the sequences not assigned to any molecule in the assembly.
#
# unit-name	molecule-name	molecule-type/loc	sequence-type	statistic	value
all	all	all	all	total-length	641356059
all	all	all	all	spanned-gaps	35036
all	all	all	all	unspanned-gaps	0
all	all	all	all	region-count	0
all	all	all	all	scaffold-count	37212
all	all	all	all	scaffold-N50	30099736
all	all	all	all	scaffold-L50	10
all	all	all	all	scaffold-N75	26736940
all	all	all	all	scaffold-N90	23241285
all	all	all	all	contig-count	72248
all	all	all	all	contig-N50	32728
all	all	all	all	contig-L50	5500
all	all	all	all	total-gap-length	45010014
all	all	all	all	molecule-count	20
all	all	all	all	top-level-count	37212
all	all	all	all	component-count	37780
all	all	all	all	gc-perc	36.5
Primary Assembly	all	all	all	total-length	641356059
Primary Assembly	all	all	all	ungapped-length	596346045
Primary Assembly	all	all	all	scaffold-count	37212
Primary Assembly	all	all	all	scaffold-N50	30099736
Primary Assembly	all	all	all	spanned-gaps	35036
Primary Assembly	all	all	all	unspanned-gaps	0
Primary Assembly	all	all	all	gc-perc	36.5
Primary Assembly	all	all	assembled-molecule	total-length	608544003
Primary Assembly	all	all	assembled-molecule	ungapped-length	569213099
Primary Assembly	all	all	assembled-molecule	scaffold-count	20
Primary Assembly	all	all	assembled-molecule	scaffold-N50	30110606
Primary Assembly	all	all	assembled-molecule	spanned-gaps	32509
Primary Assembly	all	all	assembled-molecule	unspanned-gaps	0
Primary Assembly	all	all	assembled-molecule	gc-perc	36.5
Primary Assembly	all	all	unlocalized-scaffold	total-length	0
Primary Assembly	all	all	unlocalized-scaffold	ungapped-length	0
Primary Assembly	all	all	unlocalized-scaffold	scaffold-count	0
Primary Assembly	all	all	unlocalized-scaffold	scaffold-N50	0
Primary Assembly	all	all	unlocalized-scaffold	spanned-gaps	0
Primary Assembly	all	all	unlocalized-scaffold	unspanned-gaps	0
Primary Assembly	na	na	unplaced-scaffold	total-length	32812056
Primary Assembly	na	na	unplaced-scaffold	ungapped-length	27132946
Primary Assembly	na	na	unplaced-scaffold	scaffold-count	37192
Primary Assembly	na	na	unplaced-scaffold	scaffold-N50	7515
Primary Assembly	na	na	unplaced-scaffold	spanned-gaps	2527
Primary Assembly	na	na	unplaced-scaffold	unspanned-gaps	0
Primary Assembly	na	na	unplaced-scaffold	gc-perc	38.5
Primary Assembly	1	Chromosome	all	total-length	23241285
