# Assembly Statistics Report
# Assembly name:  ASM1484369v1
# Organism name:  Archivesica marissinica (bivalves)
# Isolate:  SY067_SCS001
# Taxid:          2291877
# BioSample:      SAMN14814676
# BioProject:     PRJNA629898
# Submitter:      Hong Kong Baptist University
# Date:           2020-10-07
# Assembly type:  haploid
# Release type:   major
# Assembly level: Chromosome
# Genome representation: full
# WGS project:    JABXNX01
# Assembly method: MaSuRCA v. 3.3.3
# Expected final version: yes
# Genome coverage: 168.0x
# Sequencing technology: PacBio Sequel; Illumina NovaSeq
# RefSeq category: Representative Genome
# GenBank assembly accession: GCA_014843695.1
#
## Assembly-Units:
## GenBank Unit Accession	RefSeq Unit Accession	Assembly-Unit name
## GCA_014843925.1		Primary Assembly
#
# Statistic Types
# Statistic	Description
# component-count	Number of unique components
# contig-L50	Number of contigs that are longer than, or equal to, the N50 length
# contig-N50	Contig length at which 50% of total bases in assembly are in contigs of that length or greater
# contig-count	Number of contigs
# gc-perc	gc-count/atgc-count as percentage
# molecule-count	Number of chromosomes and plasmids in full assembly
# region-count	Number of genomic regions defined in full assembly
# scaffold-L50	Number of scaffolds that are longer than, or equal to, the N50 length
# scaffold-N50	Scaffold length at which 50% of total bases in assembly are in scaffolds of that length or greater
# scaffold-N75	Scaffold length at which 75% of total bases in assembly are in contigs of that length or greater
# scaffold-N90	scaffold length at which 90% of total bases in assembly are in contigs of that length or greater
# scaffold-count	Number of scaffolds
# spanned-gaps	Number of spanned gaps. Spanned gaps are gaps within a scaffold
# top-level-count	Number of chromosomes or plasmids, unplaced/unlocalized scaffolds, alt-loci scaffolds, and patch scaffolds
# total-gap-length	Total length of gaps
# total-length	Total sequence length including bases and gaps
# ungapped-length	Total length excluding gaps
# unspanned-gaps	Number of unspanned gaps. Unspanned gaps are gaps between scaffolds
#
# Sequence-type Description
# all	statistic covers all the sequences in the unit-assembly and molecule(s) specified.
# molecule	statistic covers the specified molecule. molecule-name and molecule-type/loc will be given.
# unlocalized	statistic covers the sequences assigned to a molecule but with no position. molecule-name and molecule-type/loc will be given.
# unplaced	statistic covers the sequences not assigned to any molecule in the assembly.
#
# unit-name	molecule-name	molecule-type/loc	sequence-type	statistic	value
all	all	all	all	total-length	1544610695
all	all	all	all	spanned-gaps	25273
all	all	all	all	unspanned-gaps	0
all	all	all	all	region-count	0
all	all	all	all	scaffold-count	4005
all	all	all	all	scaffold-N50	74312544
all	all	all	all	scaffold-L50	9
all	all	all	all	scaffold-N75	62502229
all	all	all	all	scaffold-N90	53794543
all	all	all	all	contig-count	29278
all	all	all	all	contig-N50	79144
all	all	all	all	contig-L50	5655
all	all	all	all	total-gap-length	25273087
all	all	all	all	molecule-count	19
all	all	all	all	top-level-count	4005
all	all	all	all	component-count	4005
all	all	all	all	gc-perc	39
Primary Assembly	all	all	all	total-length	1544610695
Primary Assembly	all	all	all	ungapped-length	1519337608
Primary Assembly	all	all	all	scaffold-count	4005
Primary Assembly	all	all	all	scaffold-N50	74312544
Primary Assembly	all	all	all	spanned-gaps	25273
Primary Assembly	all	all	all	unspanned-gaps	0
Primary Assembly	all	all	all	gc-perc	39
Primary Assembly	all	all	assembled-molecule	total-length	1457606934
Primary Assembly	all	all	assembled-molecule	ungapped-length	1432949847
Primary Assembly	all	all	assembled-molecule	scaffold-count	19
Primary Assembly	all	all	assembled-molecule	scaffold-N50	76166189
Primary Assembly	all	all	assembled-molecule	spanned-gaps	24657
Primary Assembly	all	all	assembled-molecule	unspanned-gaps	0
Primary Assembly	all	all	assembled-molecule	gc-perc	39
Primary Assembly	all	all	unlocalized-scaffold	total-length	0
Primary Assembly	all	all	unlocalized-scaffold	ungapped-length	0
Primary Assembly	all	all	unlocalized-scaffold	scaffold-count	0
Primary Assembly	all	all	unlocalized-scaffold	scaffold-N50	0
Primary Assembly	all	all	unlocalized-scaffold	spanned-gaps	0
Primary Assembly	all	all	unlocalized-scaffold	unspanned-gaps	0
Primary Assembly	na	na	unplaced-scaffold	total-length	87003761
Primary Assembly	na	na	unplaced-scaffold	ungapped-length	86387761
Primary Assembly	na	na	unplaced-scaffold	scaffold-count	3986
Primary Assembly	na	na	unplaced-scaffold	scaffold-N50	30088
Primary Assembly	na	na	unplaced-scaffold	spanned-gaps	616
Primary Assembly	na	na	unplaced-scaffold	unspanned-gaps	0
Primary Assembly	na	na	unplaced-scaffold	gc-perc	39.5
Primary Assembly	LG1	Linkage Group	all	total-length	100740365
Primary Assembly	LG1	Linkage Group	all	ungapped-length	98969365
Primary Assembly	LG1	Linkage Group	all	scaffold-count	1
Primary Assembly	LG1	Linkage Group	all	scaffold-N50	100740365
Primary Assembly	LG1	Linkage Group	all	spanned-gaps	1771
Primary Assembly	LG1	Linkage Group	all	unspanned-gaps	0
Primary Assembly	LG1	Linkage Group	all	gc-perc	38.5
Primary Assembly	LG1	Linkage Group	assembled-molecule	total-length	100740365
Primary Assembly	LG1	Linkage Group	assembled-molecule	ungapped-length	98969365
Primary Assembly	LG1	Linkage Group	assembled-molecule	scaffold-count	1
Primary Assembly	LG1	Linkage Group	assembled-molecule	scaffold-N50	100740365
Primary Assembly	LG1	Linkage Group	assembled-molecule	spanned-gaps	1771
Primary Assembly	LG1	Linkage Group	assembled-molecule	unspanned-gaps	0
Primary Assembly	LG1	Linkage Group	assembled-molecule	gc-perc	38.5
Primary Assembly	LG1	Linkage Group	unlocalized-scaffold	total-length	0
Primary Assembly	LG1	Linkage Group	unlocalized-scaffold	ungapped-length	0
Primary Assembly	LG1	Linkage Group	unlocalized-scaffold	scaffold-count	0
Primary Assembly	LG1	Linkage Group	unlocalized-scaffold	scaffold-N50	0
Primary Assembly	LG1	Linkage Group	unlocalized-scaffold	spanned-gaps	0
Primary Assembly	LG1	Linkage Group	unlocalized-scaffold	unspanned-gaps	0
Primary Assembly	LG2	Linkage Group	all	total-length	99112305
Primary Assembly	LG2	Linkage Group	all	ungapped-length	97519305
Primary Assembly	LG2	Linkage Group	all	scaffold-count	1
Primary Assembly	LG2	Linkage Group	all	scaffold-N50	99112305
Primary Assembly	LG2	Linkage Group	all	spanned-gaps	1593
Primary Assembly	LG2	Linkage Group	all	unspanned-gaps	0
Primary Assembly	LG2	Linkage Group	all	gc-perc	38.5
Primary Assembly	LG2	Linkage Group	assembled-molecule	total-length	99112305
Primary Assembly	LG2	Linkage Group	assembled-molecule	ungapped-length	97519305
Primary Assembly	LG2	Linkage Group	assembled-molecule	scaffold-count	1
Primary Assembly	LG2	Linkage Group	assembled-molecule	scaffold-N50	99112305
Primary Assembly	LG2	Linkage Group	assembled-molecule	spanned-gaps	1593
Primary Assembly	LG2	Linkage Group	assembled-molecule	unspanned-gaps	0
Primary Assembly	LG2	Linkage Group	assembled-molecule	gc-perc	38.5
Primary Assembly	LG2	Linkage Group	unlocalized-scaffold	total-length	0
Primary Assembly	LG2	Linkage Group	unlocalized-scaffold	ungapped-length	0
Primary Assembly	LG2	Linkage Group	unlocalized-scaffold	scaffold-count	0
Primary Assembly	LG2	Linkage Group	unlocalized-scaffold	scaffold-N50	0
Primary Assembly	LG2	Linkage Group	unlocalized-scaffold	spanned-gaps	0
Primary Assembly	LG2	Linkage Group	unlocalized-scaffold	unspanned-gaps	0
Primary Assembly	LG3	Linkage Group	all	total-length	53794543
Primary Assembly	LG3	Linkage Group	all	ungapped-length	52652543
Primary Assembly	LG3	Linkage Group	all	scaffold-count	1
Primary Assembly	LG3	Linkage Group	all	scaffold-N50	53794543
Primary Assembly	LG3	Linkage Group	all	spanned-gaps	1142
Primary Assembly	LG3	Linkage Group	all	unspanned-gaps	0
Primary Assembly	LG3	Linkage Group	all	gc-perc	39
Primary Assembly	LG3	Linkage Group	assembled-molecule	total-length	53794543
Primary Assembly	LG3	Linkage Group	assembled-molecule	ungapped-length	52652543
Primary Assembly	LG3	Linkage Group	assembled-molecule	scaffold-count	1
Primary Assembly	LG3	Linkage Group	assembled-molecule	scaffold-N50	53794543
Primary Assembly	LG3	Linkage Group	assembled-molecule	spanned-gaps	1142
Primary Assembly	LG3	Linkage Group	assembled-molecule	unspanned-gaps	0
Primary Assembly	LG3	Linkage Group	assembled-molecule	gc-perc	39
Primary Assembly	LG3	Linkage Group	unlocalized-scaffold	total-length	0
Primary Assembly	LG3	Linkage Group	unlocalized-scaffold	ungapped-length	0
Primary Assembly	LG3	Linkage Group	unlocalized-scaffold	scaffold-count	0
Primary Assembly	LG3	Linkage Group	unlocalized-scaffold	scaffold-N50	0
Primary Assembly	LG3	Linkage Group	unlocalized-scaffold	spanned-gaps	0
Primary Assembly	LG3	Linkage Group	unlocalized-scaffold	unspanned-gaps	0
Primary Assembly	LG4	Linkage Group	all	total-length	62714463
Primary Assembly	LG4	Linkage Group	all	ungapped-length	61762463
Primary Assembly	LG4	Linkage Group	all	scaffold-count	1
Primary Assembly	LG4	Linkage Group	all	scaffold-N50	62714463
Primary Assembly	LG4	Linkage Group	all	spanned-gaps	952
Primary Assembly	LG4	Linkage Group	all	unspanned-gaps	0
Primary Assembly	LG4	Linkage Group	all	gc-perc	39
Primary Assembly	LG4	Linkage Group	assembled-molecule	total-length	62714463
Primary Assembly	LG4	Linkage Group	assembled-molecule	ungapped-length	61762463
Primary Assembly	LG4	Linkage Group	assembled-molecule	scaffold-count	1
Primary Assembly	LG4	Linkage Group	assembled-molecule	scaffold-N50	62714463
Primary Assembly	LG4	Linkage Group	assembled-molecule	spanned-gaps	952
Primary Assembly	LG4	Linkage Group	assembled-molecule	unspanned-gaps	0
